WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,HOUSE_OF_PARLIAMENT,IDA_NAME,TENURE,MP_NAME,WORK_DESCRIPTION,RECOMMENDATION_DATE,RECOMMENDED_AMOUNT,FLAG,CONSTITUENCY_ID,WORK_STAGE,LETTER_NO,SANCTION_AMOUNT,Sno,CONSTITUENCY,WORK_RECOMMENDATION_DTL_ID,FILE_STATUS,TENURE_START_DATE,TENURE_END_DATE,ATTACH_ID,SANCTION_DATE,Total_Amt,WORK_ID,ACTUAL_AMOUNT,ACTUAL_END_DATE,AVERAGE_RATING,VENDOR_NAME,VENDOR_ID,IA_NAME,FUND_DISBURSED_AMT,WORK_STATUS,days_to_sanction,days_since_recommendation,days_to_complete,is_completed_flag,SANCTION_FY,RECOMMENDATION_FY,FY,RECIPIENT_TYPE,IS_TRIBAL_TRUST,IS_SC_AREA,IS_ST_AREA,rule_violations,rule_score,classified_activity,physical_scale_item,physical_scale_units,evaluated_cost_amount,cost_anomaly_score,cost_anomaly_flag,cost_anomaly_method,category_median,category_sample_size,cost_anomaly_reason,is_duplicate_candidate,duplicate_candidate_score,fast_track_flag,duplicate_score,duplicate_typology,duplicate_paired_with,duplicate_reason_raw,risk_index,primary_anchors,signal_type_count,tier,is_tier2,tier_level,reasons,tier_promotion_reason
Normal/Others,NA-Construction of boundary walls of existing public and community buildings,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Construction of a protective wall on the Pune Municipal Corporation land near Palkhi Tala at Kalasgaon,2025-07-19,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/54,1000000.0,53.0,PUNE,220282.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,427,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,OTHER_PUBLIC_FACILITIES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of public toilets and bathrooms,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Construction of Annachatra (community kitchen) and sanitation facilities at Baner village.,2025-10-09,1500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/55,1500000.0,54.0,PUNE,241197.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,345,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,OTHER_PUBLIC_FACILITIES,,,1500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Construction of a new community hall at Gavaliwada Camp, Pune.",2025-10-09,2500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/56,2500000.0,55.0,PUNE,241200.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,345,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",25,COMMUNITY_HALLS_AND_STRUCTURES,,,2500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,62.5,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category']",No sanction and no rejection recorded 45+ days after recommendation; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Repair and renovation work of the community hall at Durgansingh Paga, Raviwar Peth.",2025-10-09,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/57,1000000.0,56.0,PUNE,241203.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,345,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Installation of multi-gym equipment,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Supply of equipment to the Municipal Gymnasium at Ganesh Seva Mandal, Raviwar Peth.",2025-10-09,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/58,1000000.0,57.0,PUNE,241206.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,345,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,OTHER_PUBLIC_FACILITIES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of bus-sheds or bus-stops,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Construction of a bus stop at the Kothrud bus station.,2025-10-09,1500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/59,1500000.0,58.0,PUNE,241209.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,345,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Construction of a community hall on municipal land at Parvati Gaon No. 207.,2025-10-09,2000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/60,2000000.0,59.0,PUNE,241211.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,345,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,2000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of footpaths and pedestrian ways,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Development of footpath at Dasara Chowk, Balewadi.",2025-10-09,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/61,1000000.0,60.0,PUNE,241214.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,345,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Development of playfields and sports grounds,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Development of a playground and creation of a senior citizens sitting area (Katta) on municipal land at Survey No. 42.21, Kharadi, Prabhag No. 4",2025-10-09,2500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/62,2500000.0,61.0,PUNE,241217.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,345,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",25,OTHER_PUBLIC_FACILITIES,,,2500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,62.5,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category']",No sanction and no rejection recorded 45+ days after recommendation; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category
Normal/Others,NA-Purchase of books for public libraries/ digitization of library books,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Purchase of books for a government approved library,2025-10-30,1500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/63,1500000.0,62.0,PUNE,245049.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,324,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1500000.0,,False,not_evaluated,,0,,True,0.752,False,0.752,UNRESOLVED_SIMILAR_WORK,[211051.0],"Candidate for overlap review (spatial disambiguation inconclusive -- no entity anchors extracted; textual similarity 100%), pending manual site disambiguation.",40.1,[],2,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Candidate for overlap review (spatial disambiguation inconclusive -- no entity anchors extracted; textual similarity 100%), pending manual site disambiguation.']","No sanction and no rejection recorded 45+ days after recommendation; Candidate for overlap review (spatial disambiguation inconclusive -- no entity anchors extracted; textual similarity 100%), pending manual site disambiguation."
Normal/Others,NA-Providing CCTV camera system for security of public areas,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"
Installation of CCTV cameras at various places in Pune city in Pune Lok Sabha constituency.",2026-02-19,2500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/64,2500000.0,63.0,PUNE,269680.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,212,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",25,OTHER_PUBLIC_FACILITIES,,,2500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,62.5,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category']",No sanction and no rejection recorded 45+ days after recommendation; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category
Normal/Others,NA-Construction of common work sheds/ common covered sitting area,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Construction of new senior citizen shelters at Anandnagar and Dahanukar Colony, Kothrud, in Pune Lok Sabha constituency.",2026-02-19,2500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/65,2500000.0,64.0,PUNE,269684.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,212,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",25,COMMUNITY_HALLS_AND_STRUCTURES,,,2500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,62.5,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category']",No sanction and no rejection recorded 45+ days after recommendation; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Construction of a community temple at Ganraj Mandal Karvenagar, Kothrud in Pune Lok Sabha constituency.",2026-02-19,2500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/66,2500000.0,65.0,PUNE,269686.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,212,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",25,COMMUNITY_HALLS_AND_STRUCTURES,,,2500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,62.5,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category']",No sanction and no rejection recorded 45+ days after recommendation; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Road concreting, drainage line and other works at the Pune headquarters of the State Level Cooperative Union in Pune Lok Sabha constituency.",2026-02-19,2500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/67,2500000.0,66.0,PUNE,269695.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,212,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",25,ROADS_AND_DRAINAGE,,,2500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,62.5,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category']",No sanction and no rejection recorded 45+ days after recommendation; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Construction of a Sabhamandap (assembly hall) in front of Ganesh Vitthal Rukmini Temple, Jai Bhavani Nagar, Kothrud.",2026-03-28,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/68,1000000.0,67.0,PUNE,276448.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,175,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of buildings for community cultural activities,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Construction of a cultural building at Gadi Adda, Khadki, Laxmi Mata Colony.",2026-03-28,1500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/69,1500000.0,68.0,PUNE,276453.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,175,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,OTHER_PUBLIC_FACILITIES,,,1500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Construction of a community hall at Naregal Math, Wadarwadi.",2026-03-28,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/70,1000000.0,69.0,PUNE,276455.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,175,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Installation of flooring in the Vetal Baba Maharaj Community Hall, Gokhalenagar.",2026-03-28,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/71,1000000.0,70.0,PUNE,276457.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,175,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Construction of a community hall at Wadar Samaj Jeevan Pratishthan, Gokhalenagar.",2026-03-28,1500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/72,1500000.0,71.0,PUNE,276465.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,175,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
