WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,HOUSE_OF_PARLIAMENT,IDA_NAME,TENURE,MP_NAME,WORK_DESCRIPTION,RECOMMENDATION_DATE,RECOMMENDED_AMOUNT,FLAG,CONSTITUENCY_ID,WORK_STAGE,LETTER_NO,SANCTION_AMOUNT,Sno,CONSTITUENCY,WORK_RECOMMENDATION_DTL_ID,FILE_STATUS,TENURE_START_DATE,TENURE_END_DATE,ATTACH_ID,SANCTION_DATE,Total_Amt,WORK_ID,ACTUAL_AMOUNT,ACTUAL_END_DATE,AVERAGE_RATING,VENDOR_NAME,VENDOR_ID,IA_NAME,FUND_DISBURSED_AMT,WORK_STATUS,days_to_sanction,days_since_recommendation,days_to_complete,is_completed_flag,SANCTION_FY,RECOMMENDATION_FY,FY,RECIPIENT_TYPE,IS_TRIBAL_TRUST,IS_SC_AREA,IS_ST_AREA,rule_violations,rule_score,classified_activity,physical_scale_item,physical_scale_units,evaluated_cost_amount,cost_anomaly_score,cost_anomaly_flag,cost_anomaly_method,category_median,category_sample_size,cost_anomaly_reason,is_duplicate_candidate,duplicate_candidate_score,fast_track_flag,duplicate_score,duplicate_typology,duplicate_paired_with,duplicate_reason_raw,risk_index,primary_anchors,signal_type_count,tier,is_tier2,tier_level,reasons,tier_promotion_reason
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Quarter Gate, Self. Jaywant Bhosale, Nana Peth Chowk Installation of Paving Blocks on Pathway",2025-03-25,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2024-2025/30,1000000.0,29.0,PUNE,186542.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,543,,False,,2024-25,2024-25,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Fitting of Sitting RCC Benches in Public Places,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Providing Benches in Ward No. 1 to 6 Wards.,2025-03-25,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2024-2025/31,1000000.0,30.0,PUNE,186543.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,543,,False,,2024-25,2024-25,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,PUBLIC_BENCHES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Installation blocks and associated works at Gopalkrishna Gokhale Chowk Deccan Gymkhana area.,2025-03-25,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2024-2025/32,1000000.0,31.0,PUNE,186544.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,543,,False,,2024-25,2024-25,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Installation of multi-gym equipment,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Installation of gym equipments at Gulse Talim and Shivramdada Talim in Municipal premises,2025-03-25,300000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2024-2025/33,300000.0,32.0,PUNE,186545.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,543,,False,,2024-25,2024-25,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,OTHER_PUBLIC_FACILITIES,,,300000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Installation of multi-gym equipment,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Installation of gym equipments at Nimbalkar Talim Chowk in Pune Municipal Corporation premises.,2025-03-25,700000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2024-2025/34,700000.0,33.0,PUNE,186546.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,543,,False,,2024-25,2024-25,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,OTHER_PUBLIC_FACILITIES,,,700000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Repair and Renovation,NA-Construction of public toilets and bathrooms,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Repairing Washrooms and toilets and carrying out other facility related works at Mahatma Phule Museum of Art Ghole Road, Pune.",2025-06-18,2000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/35,2000000.0,34.0,PUNE,210235.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",25,ROADS_AND_DRAINAGE,,,2000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,62.5,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category']",No sanction and no rejection recorded 45+ days after recommendation; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category
Repair and Renovation,NA-Construction of bus-sheds or bus-stops,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Construction of a new bus stop at Shantinagar, Yerwada in Pune Lok Sabha Constituency.",2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/36,1000000.0,35.0,PUNE,210236.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Repair and Renovation,NA-Construction of bus-sheds or bus-stops,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Construction of a bus stop at Survey No. 116, Kalas in Pune Lok Sabha Constituency.
",2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/37,1000000.0,36.0,PUNE,210242.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.224,False,0.224,INDEPENDENT_PARALLEL_WORKS,[210244.0],Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Kalas) but distinct Survey/Plot: 116 vs 112); low duplicate risk.,24.2,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Kalas) but distinct Survey/Plot: 116 vs 112); low duplicate risk.']",No sanction and no rejection recorded 45+ days after recommendation; Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Kalas) but distinct Survey/Plot: 116 vs 112); low duplicate risk.
Repair and Renovation,NA-Construction of bus-sheds or bus-stops,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Construction of a bus stop at Survey No. 112, Kalas in Pune Lok Sabha Constituency.",2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/38,1000000.0,37.0,PUNE,210244.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.224,False,0.224,INDEPENDENT_PARALLEL_WORKS,[210242.0],Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Kalas) but distinct Survey/Plot: 116 vs 112); low duplicate risk.,24.2,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Kalas) but distinct Survey/Plot: 116 vs 112); low duplicate risk.']",No sanction and no rejection recorded 45+ days after recommendation; Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Same area (Kalas) but distinct Survey/Plot: 116 vs 112); low duplicate risk.
Repair and Renovation,NA-Construction of public toilets and bathrooms,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Upgradation of toilets and related works in Ward No. 17 and 18 of Pune Lok Sabha Constituency.
",2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/39,1000000.0,38.0,PUNE,210245.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,REPAIR_AND_RENOVATION,,,1000000.0,,False,not_evaluated,,0,,False,0.224,False,0.224,INDEPENDENT_PARALLEL_WORKS,[210248.0],Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 17 and 18 vs 15 and 16); low duplicate risk.,24.2,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 17 and 18 vs 15 and 16); low duplicate risk.']",No sanction and no rejection recorded 45+ days after recommendation; Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 17 and 18 vs 15 and 16); low duplicate risk.
Repair and Renovation,NA-Construction of public toilets and bathrooms,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Upgradation of toilets and related works in Ward No. 15 and 16 of Pune Lok Sabha Constituency.,2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/40,1000000.0,39.0,PUNE,210248.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,REPAIR_AND_RENOVATION,,,1000000.0,,False,not_evaluated,,0,,False,0.224,False,0.224,INDEPENDENT_PARALLEL_WORKS,[210245.0],Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 17 and 18 vs 15 and 16); low duplicate risk.,24.2,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 17 and 18 vs 15 and 16); low duplicate risk.']",No sanction and no rejection recorded 45+ days after recommendation; Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct Wards: 17 and 18 vs 15 and 16); low duplicate risk.
Repair and Renovation,NA-Construction of bus-sheds or bus-stops,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Construction of a bus stop at Tapkir Galli in Pune Lok Sabha Constituency.,2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/41,1000000.0,40.0,PUNE,210251.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of bus-sheds or bus-stops,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Construction of a bus stop at Gadikhana in Pune Lok Sabha Constituency.,2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/42,1000000.0,41.0,PUNE,210253.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.204,False,0.204,INDEPENDENT_PARALLEL_WORKS,[210260.0],Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct landmarks: Gadikhana vs Yerwada Metro Station); low duplicate risk.,23.6,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct landmarks: Gadikhana vs Yerwada Metro Station); low duplicate risk.']",No sanction and no rejection recorded 45+ days after recommendation; Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct landmarks: Gadikhana vs Yerwada Metro Station); low duplicate risk.
Repair and Renovation,NA-Construction of bus-sheds or bus-stops,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Construction of a bus stop near Mandai Police Chowki in Pune Lok Sabha Constituency.,2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/43,1000000.0,42.0,PUNE,210255.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of bus-sheds or bus-stops,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Construction of a bus stop near Faraskhana Police Chowki in Pune Lok Sabha Constituency.,2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/44,1000000.0,43.0,PUNE,210257.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of bus-sheds or bus-stops,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Construction of an S.T. stand near Kothrud Police Chowki in Pune Lok Sabha Constituency.,2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/45,1000000.0,44.0,PUNE,210258.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of bus-sheds or bus-stops,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Construction of a bus stop at Yerwada Metro Station in Pune Lok Sabha Constituency.
",2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/46,1000000.0,45.0,PUNE,210260.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,True,0.99,False,0.99,TRUE_DUPLICATE,"[210261.0, 210253.0]","High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Yerwada), pending physical confirmation.",47.2,['DUPLICATE_WORK_OVERLAP'],2,tier_2,True,Tier 2 (Actionable Red Flag),"['No sanction and no rejection recorded 45+ days after recommendation', 'High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Yerwada), pending physical confirmation.']","No sanction and no rejection recorded 45+ days after recommendation; High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Yerwada), pending physical confirmation."
Normal/Others,NA-Construction of bus-sheds or bus-stops,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Construction of a bus stop near Nagar Road Zonal Office adjacent to Yerwada Metro Station in Pune Lok Sabha Constituency.,2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/47,1000000.0,46.0,PUNE,210261.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,True,0.99,False,0.99,TRUE_DUPLICATE,[210260.0],"High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Yerwada), pending physical confirmation.",47.2,['DUPLICATE_WORK_OVERLAP'],2,tier_2,True,Tier 2 (Actionable Red Flag),"['No sanction and no rejection recorded 45+ days after recommendation', 'High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Yerwada), pending physical confirmation.']","No sanction and no rejection recorded 45+ days after recommendation; High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Yerwada), pending physical confirmation."
Normal/Others,NA-Construction of bus-sheds or bus-stops,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Construction of various bus stops and Jansamvad Kattas public interaction spaces in Kothrud area of Pune Lok Sabha Constituency.,2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/48,1000000.0,47.0,PUNE,210263.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Construction of a community hall at Padmavati Jet Vanvihar in Pune Lok Sabha Constituency.,2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/49,1000000.0,48.0,PUNE,210264.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,"Construction of a community hall at Jai Malhar Vasahat, Parvati in Pune Lok Sabha Constituency.",2025-06-18,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/50,1000000.0,49.0,PUNE,210265.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Construction of boundary walls of existing public and community buildings,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Construction of a boundary wall and other related works near Chhatrapati Sambhaji Maharaj Memorial on Municipal Corporation land in Pune Lok Sabha Constituency.,2025-06-18,10000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/51,10000000.0,50.0,PUNE,210266.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,458,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",25,OTHER_PUBLIC_FACILITIES,,,10000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,62.5,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category']",No sanction and no rejection recorded 45+ days after recommendation; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category
Normal/Others,NA-Purchase of books for public libraries/ digitization of library books,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,purchase of books and furniture,2025-06-21,500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/52,500000.0,51.0,PUNE,211050.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,455,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Purchase of books for public libraries/ digitization of library books,Maharashtra,2.0,PUNE(DISTRICT COLLECTOR PUNE_IDA),18th Lok Sabha,MURLIDHAR MOHOL,Purchase of books for a government-approved library,2025-06-21,1500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/53,1500000.0,52.0,PUNE,211051.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,455,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1500000.0,,False,not_evaluated,,0,,True,0.752,False,0.752,UNRESOLVED_SIMILAR_WORK,[245049.0],"Candidate for overlap review (spatial disambiguation inconclusive -- no entity anchors extracted; textual similarity 100%), pending manual site disambiguation.",40.1,[],2,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Candidate for overlap review (spatial disambiguation inconclusive -- no entity anchors extracted; textual similarity 100%), pending manual site disambiguation.']","No sanction and no rejection recorded 45+ days after recommendation; Candidate for overlap review (spatial disambiguation inconclusive -- no entity anchors extracted; textual similarity 100%), pending manual site disambiguation."
